kickX,kickY,kickAngle,goalZ,outcome,kickPleas,kickArou,goalPleas,goalArou
1.049361,0.051186,-2.000000,0.447087,G,0.488113,0.796117,-0.244057,-0.628872
1.051941,-0.037329,-30.000000,-0.453070,O,-0.747280,-0.342927,0.046869,-0.647749
1.088409,0.115559,30.000000,-0.148405,O,-0.700852,-0.222214,0.648505,0.459982
1.048580,-0.043470,-32.000000,-0.346621,O,-0.679342,-0.166289,0.154203,-0.257443
1.080017,0.100906,22.000000,0.198105,O,-0.592989,0.058228,0.303045,0.283799
1.049290,-0.033193,-30.000000,-0.048699,O,-0.625905,-0.027353,0.451614,0.824052
1.105946,0.127140,36.000000,-0.099325,O,-0.811597,-0.510153,0.599427,0.638447
1.081038,0.106430,22.000000,0.047859,O,-0.584130,0.081262,0.452187,0.826134
1.057498,-0.052138,-36.000000,-0.450951,O,-0.739706,-0.323235,0.049027,-0.639901
1.094400,0.114989,32.000000,-0.004727,O,-0.686148,-0.183985,0.504175,0.984818
1.079201,0.111424,26.000000,-0.151277,O,-0.635551,-0.052434,0.651331,0.449706
1.046039,-0.018119,-26.000000,-0.203487,O,-0.545844,0.180805,0.296022,0.258261
1.048229,-0.051773,-36.000000,-0.045568,O,-0.705082,-0.233214,0.454399,0.834179
1.051622,-0.028343,-28.000000,-0.104653,O,-0.604089,0.029370,0.394788,0.617412
1.077491,0.108657,22.000000,0.397746,O,-0.569064,0.120435,0.102224,-0.446456
1.047910,0.063824,0.000000,0.096717,G,0.343090,0.924967,-0.171545,0.649048
1.053654,0.058916,-2.000000,0.446792,G,0.946651,0.973316,-0.473326,-0.624150
1.104456,0.121676,36.000000,0.397335,O,-0.713828,-0.255952,0.103588,-0.441499
1.047412,-0.019103,-26.000000,0.352042,O,-0.553994,0.159615,0.851230,-0.277199
1.053303,0.069175,4.000000,-0.051056,G,0.296632,0.800667,-0.148316,0.814483
1.104117,0.121616,36.000000,0.000421,O,-0.824776,-0.544418,0.499117,0.996790
1.049654,0.038805,-8.000000,-0.104143,G,0.826201,0.690584,-0.413100,0.622966
1.046612,-0.011664,-24.000000,-0.052652,O,-0.545675,0.181245,0.447097,0.807625
1.050886,0.062936,0.000000,-0.152196,G,0.403157,0.950709,-0.201579,0.446228
1.078851,0.111076,24.000000,0.104046,O,-0.598945,0.042743,0.395862,0.621317
1.062034,0.090008,12.000000,-0.201620,G,0.740543,0.428841,-0.370271,0.269499
1.074951,0.106582,24.000000,0.002059,O,-0.603475,0.030964,0.498056,0.992931
1.082287,0.111924,24.000000,0.096188,O,-0.613832,0.004036,0.402714,0.646232
1.095799,0.125840,34.000000,0.098163,O,-0.779220,-0.425971,0.402249,0.644540
1.054605,0.078132,10.000000,-0.100726,G,0.584118,0.608881,-0.292059,0.639782
1.051353,0.048359,-4.000000,-0.502644,G,1.000000,0.928008,-0.574811,-0.828432
1.053095,0.076880,8.000000,0.204558,G,0.961092,0.723889,-0.480546,0.256599
1.091699,0.118769,32.000000,0.396626,O,-0.731603,-0.302167,0.103847,-0.440556
1.102709,0.126883,34.000000,-0.100885,O,-0.789266,-0.452092,0.600358,0.635062
1.050683,0.078029,6.000000,-0.153231,G,0.283138,0.705131,-0.141569,0.442546
1.067543,0.094914,18.000000,-0.099472,L,-0.400000,0.239270,0.600134,0.635875
1.021467,0.105773,-6.000000,0.245068,D,-0.300000,0.825784,1.000000,0.106829
1.100257,0.127869,36.000000,-0.004697,O,-0.805503,-0.494308,0.503913,0.985771
1.047356,0.059398,0.000000,0.053306,G,0.265001,0.919995,-0.132501,0.809107
1.099063,0.122177,34.000000,-0.350653,O,-0.771773,-0.406609,0.850920,-0.276072
1.046444,0.032695,-8.000000,0.448987,G,0.450881,0.776335,-0.225441,-0.633111
1.057852,0.070120,6.000000,-0.300907,G,0.417584,0.908010,-0.208792,-0.093753
1.059958,0.085627,12.000000,0.054336,G,1.000000,0.533970,-0.520847,0.800668
1.040817,0.000165,-18.000000,-0.502022,G,1.000000,0.474096,-1.000000,-0.825799
1.052082,-0.024500,-26.000000,0.197335,O,-0.587564,0.072334,0.697518,0.281752
1.105350,0.125852,36.000000,-0.245895,O,-0.823838,-0.541979,0.746830,0.102438
1.062008,0.159675,14.000000,0.397993,G,1.000000,0.440921,-0.956979,-0.446911
1.067323,0.092188,18.000000,-0.047177,L,-0.400000,0.302960,0.547567,0.827029
1.102438,0.181171,28.000000,-0.449329,O,-0.666858,-0.133831,0.949360,-0.634038
1.056161,0.065069,2.000000,0.048810,G,0.439280,0.828627,-0.219640,0.824485
1.053339,0.058089,-2.000000,0.503575,G,1.000000,0.999208,-0.501770,-0.827499
1.093322,0.122346,32.000000,0.047063,O,-0.737459,-0.317392,0.453451,0.830730
1.052585,0.066782,4.000000,-0.498308,G,0.602781,0.803248,-0.301391,-0.811427
1.068874,0.099085,18.000000,-0.153890,L,-0.400000,0.257170,0.653940,0.440218
1.010352,0.040513,-24.000000,-0.404007,R,-0.400000,0.272199,0.096450,-0.467456
1.116402,0.181585,32.000000,0.304638,O,-0.743293,-0.332561,0.195668,-0.106660
1.079527,0.114084,26.000000,0.150038,O,-0.666828,-0.133752,0.350149,0.455087
1.097109,0.118377,32.000000,-0.199687,O,-0.751301,-0.353383,0.699877,0.273175
1.044776,-0.013413,-22.000000,0.049845,R,-0.400000,0.341809,0.549770,0.819018
1.014398,0.085791,-12.000000,0.255279,D,-0.300000,0.657620,1.000000,0.075146
1.043730,0.048005,-4.000000,-0.198981,G,0.602081,0.897601,-0.301041,0.277667
1.049855,0.024613,-10.000000,-0.096464,G,0.834007,0.678919,-0.417004,0.651191
1.089350,0.115464,28.000000,-0.404849,O,-0.678295,-0.163566,0.905028,-0.472828
1.071521,0.094738,18.000000,-0.497432,D,-0.300000,0.389363,1.000000,-0.809078
1.041656,-0.020984,-26.000000,0.045313,O,-0.575588,0.103471,0.545048,0.836188
1.050459,-0.036040,-30.000000,0.000403,O,-0.633674,-0.047553,0.500100,0.999637
1.046968,-0.002815,-20.000000,0.245338,O,-0.559505,0.145288,0.746108,0.105061
1.056324,-0.047692,-36.000000,-0.097053,O,-0.736539,-0.315001,0.403319,0.648433
1.059148,0.083280,10.000000,-0.498069,D,-0.300000,0.612248,1.000000,-0.811994
1.091507,0.119882,30.000000,-0.151887,O,-0.707351,-0.239112,0.652191,0.446577
1.034447,0.129259,2.000000,-0.196463,D,-0.300000,0.847542,1.000000,0.285469
1.044639,-0.022001,-26.000000,0.300861,O,-0.572708,0.110958,0.800878,-0.094103
1.043721,0.018701,-12.000000,0.498341,G,0.360965,0.682072,-0.180483,-0.812403
1.058205,0.080577,12.000000,0.304006,G,1.000000,0.499799,-0.804378,-0.106096
1.074291,0.106328,22.000000,0.204568,O,-0.569531,0.119220,0.295368,0.255882
1.042609,0.031996,-10.000000,-0.397229,G,1.000000,0.769993,-0.626605,-0.442175
1.047606,0.019300,-12.000000,-0.048555,G,0.858905,0.619641,-0.429453,0.821479
1.098531,0.171991,26.000000,0.104431,O,-0.631307,-0.041399,0.395416,0.619694
1.045628,0.021344,-12.000000,-0.252751,G,1.000000,0.661409,-0.591155,0.081583
1.047750,-0.025419,-26.000000,-0.302383,O,-0.653970,-0.100321,0.197802,-0.098903
1.047494,0.026542,-12.000000,0.146051,G,0.426554,0.640602,-0.213277,0.468651
1.069322,0.101646,20.000000,0.003302,O,-0.577468,0.098583,0.497335,0.990308
1.049749,-0.054176,-36.000000,-0.154469,O,-0.749396,-0.348430,0.345404,0.437833
1.041847,-0.002237,-20.000000,0.247766,G,0.743155,0.381182,-0.371577,0.100943
1.049105,-0.020507,-26.000000,0.450697,O,-0.594681,0.053829,0.951499,-0.641815
1.058568,0.081345,12.000000,0.345108,G,1.000000,0.476038,-0.869248,-0.255584
1.107994,0.126473,36.000000,0.448763,O,-0.812536,-0.512594,0.050692,-0.633849
1.058529,0.085038,10.000000,-0.200491,G,0.422887,0.587596,-0.211444,0.269236
1.041406,0.019539,-14.000000,0.298328,G,0.271889,0.565594,-0.135945,-0.085316
1.055039,0.071534,6.000000,-0.304055,D,-0.300000,0.759586,1.000000,-0.106894
1.062949,0.088581,14.000000,0.001508,G,1.000000,0.439430,-0.562584,0.992676
1.071696,0.091154,18.000000,-0.047354,L,-0.400000,0.307698,0.547713,0.826497
1.060832,0.148006,10.000000,-0.100709,G,0.361426,0.718512,-0.180713,0.633544
1.049303,0.032739,-8.000000,0.300956,D,-0.300000,0.757792,1.000000,-0.092726
1.056941,0.080738,12.000000,0.399207,G,1.000000,0.486761,-0.912920,-0.453387
1.042104,-0.004352,-20.000000,0.446126,R,-0.400000,0.286179,0.946341,-0.623057
1.005836,0.010840,-30.000000,-0.349608,O,-0.646161,-0.080018,0.150302,-0.271629
1.047948,0.007392,-16.000000,0.102559,G,0.803259,0.496404,-0.401630,0.629213
1.054709,0.058267,0.000000,0.195806,G,0.244418,0.926476,-0.122209,0.288243
1.043607,0.010753,-16.000000,0.298396,G,0.449109,0.477032,-0.224554,-0.085140
1.087754,0.119954,30.000000,-0.246921,O,-0.687869,-0.188459,0.746705,0.102890
1.041412,-0.000016,-18.000000,-0.153989,G,1.000000,0.368560,-0.785436,0.440015
1.047086,0.012830,-16.000000,0.449546,D,-0.300000,0.501845,1.000000,-0.633349
1.050191,-0.050570,-36.000000,0.047865,O,-0.752241,-0.355827,0.548096,0.825105
1.069294,0.095154,20.000000,-0.004266,O,-0.543261,0.187521,0.504051,0.985270
1.071146,0.097577,20.000000,0.498615,L,-0.400000,0.223319,0.001737,-0.811867
1.068936,0.093285,16.000000,-0.351418,D,-0.300000,0.386846,1.000000,-0.276276
1.095739,0.118159,30.000000,0.149357,O,-0.719689,-0.271191,0.351057,0.458388
1.057831,0.074469,8.000000,-0.254573,D,-0.300000,0.664063,1.000000,0.074508
1.093539,0.120830,32.000000,0.348191,O,-0.730836,-0.300172,0.152028,-0.265352
1.051832,-0.017195,-26.000000,0.452543,O,-0.581005,0.089388,0.952766,-0.646423
1.054136,-0.043712,-32.000000,-0.104543,O,-0.660892,-0.118320,0.395518,0.620064
1.041312,-0.012597,-22.000000,-0.096922,R,-0.400000,0.333757,0.403051,0.647459
1.118514,0.178668,32.000000,-0.148754,O,-0.722901,-0.279541,0.648226,0.460996
1.041782,0.031761,-10.000000,0.395751,G,0.249677,0.729392,-0.124839,-0.437989
1.045043,-0.029280,-30.000000,0.401203,O,-0.643576,-0.073299,0.901084,-0.458486
1.084108,0.107228,24.000000,0.398892,O,-0.624636,-0.024054,0.101347,-0.449648
1.066373,0.087502,12.000000,0.450253,G,1.000000,0.481074,-0.969246,-0.637527
1.046573,-0.025192,-28.000000,-0.449673,O,-0.652220,-0.095771,0.050817,-0.633392
1.075418,0.101884,20.000000,-0.100457,O,-0.550473,0.168769,0.601059,0.632511
1.045909,-0.042747,-32.000000,-0.048893,O,-0.692038,-0.199299,0.451803,0.824736
1.045962,-0.026253,-28.000000,-0.399141,O,-0.587097,0.073547,0.101550,-0.448908
1.050884,-0.019949,-26.000000,-0.046123,O,-0.629870,-0.037661,0.454460,0.834399
1.045246,-0.004928,-22.000000,0.397542,R,-0.400000,0.257919,0.897485,-0.445399
1.117809,0.183848,34.000000,-0.154022,O,-0.769299,-0.400178,0.654047,0.439830
1.053479,0.075685,6.000000,-0.245300,D,-0.300000,0.760257,1.000000,0.105326
1.050658,-0.049230,-36.000000,0.203278,O,-0.734287,-0.309147,0.703168,0.261209
1.091376,0.119088,32.000000,0.496040,O,-0.688598,-0.190355,0.003567,-0.805210
1.046377,0.066092,0.000000,-0.095798,D,-0.300000,0.952495,1.000000,0.651354
1.045219,0.031575,-10.000000,-0.401143,G,1.000000,0.709156,-0.691860,-0.458241
1.061262,0.083173,12.000000,0.051551,G,1.000000,0.509245,-0.541760,0.814529
1.057707,0.076339,8.000000,-0.202239,G,0.272062,0.662428,-0.136031,0.267124
1.070466,0.087771,16.000000,-0.050558,G,0.743858,0.577302,-0.371929,0.815386
1.079131,0.099282,22.000000,-0.250548,L,-0.400000,0.349964,0.750641,0.088578
1.082822,0.107051,26.000000,0.201537,O,-0.640840,-0.066184,0.298396,0.266893
1.061890,0.091824,14.000000,-0.252112,G,0.586874,0.454046,-0.293437,0.081757
1.062904,0.088735,12.000000,0.198034,G,1.000000,0.459426,-0.738938,0.278680
1.050220,0.024582,-10.000000,-0.446870,G,1.000000,0.588196,-0.858524,-0.624437
1.048915,0.067708,0.000000,0.347024,G,0.853480,0.920019,-0.426740,-0.260943
1.086800,0.110993,28.000000,-0.400072,O,-0.667314,-0.135015,0.900530,-0.456472
1.055117,-0.053418,-36.000000,0.403499,O,-0.775501,-0.416303,0.903350,-0.466728
1.059001,0.082320,12.000000,0.102301,G,1.000000,0.539067,-0.563596,0.626680
1.099883,0.127623,34.000000,-0.198267,O,-0.813686,-0.515584,0.698934,0.276604
1.058915,0.082612,8.000000,-0.050224,G,0.609274,0.644717,-0.304637,0.815832
1.041165,0.016725,-14.000000,0.054287,G,0.787096,0.552235,-0.393548,0.802845
1.049797,-0.037695,-32.000000,-0.448248,O,-0.634515,-0.049738,0.051146,-0.632196
1.102810,0.124030,34.000000,0.295328,O,-0.769071,-0.399585,0.204737,-0.073682
1.083500,0.103267,24.000000,-0.352346,O,-0.613497,0.004908,0.852377,-0.281369
1.061938,0.082721,8.000000,0.304180,G,1.000000,0.667804,-0.636434,-0.106322
1.079707,0.105410,24.000000,0.001437,O,-0.599099,0.042343,0.498213,0.993501
1.076437,0.104790,24.000000,0.449056,L,-0.400000,0.283682,0.052371,-0.627741
1.003666,0.021096,-28.000000,0.053478,O,-0.594149,0.055212,0.553537,0.805318
1.056840,0.066494,2.000000,-0.153373,D,-0.300000,0.748977,1.000000,0.440034
1.057956,0.072480,6.000000,-0.104746,G,0.291490,0.749337,-0.145745,0.618478
1.043828,-0.001759,-20.000000,0.203632,R,-0.400000,0.247659,0.704065,0.257947
1.055647,0.070943,6.000000,-0.200007,D,-0.300000,0.750808,1.000000,0.275524
1.043259,-0.000358,-20.000000,-0.396212,R,-0.400000,0.385742,0.104186,-0.439325
1.053676,0.058180,-2.000000,-0.503025,G,1.000000,0.953966,-0.549592,-0.831119
1.073515,0.098510,18.000000,-0.246466,L,-0.400000,0.354173,0.746289,0.104404
1.012039,0.056490,-18.000000,0.054011,R,-0.400000,0.357781,0.553607,0.805066
1.032507,0.103738,-8.000000,0.050070,G,0.524368,0.687013,-0.262184,0.815264
1.070527,0.093071,16.000000,-0.254445,G,0.744207,0.373235,-0.372104,0.073960
1.057610,0.073331,8.000000,0.199347,G,1.000000,0.648302,-0.551180,0.274612
1.065841,0.084776,14.000000,0.252692,G,1.000000,0.407722,-0.845226,0.080188
1.040829,-0.008450,-22.000000,-0.354128,R,-0.400000,0.271393,0.145870,-0.287746
1.027926,0.110843,-6.000000,-0.248259,G,0.756018,0.870414,-0.378009,0.096645
1.064086,0.090369,16.000000,-0.295135,L,-0.400000,0.386792,0.794914,-0.072416
1.049981,-0.047133,-36.000000,-0.400618,O,-0.737267,-0.316894,0.099142,-0.457667
1.020847,0.094487,-8.000000,0.399133,G,0.314712,0.757907,-0.157356,-0.452542
1.068631,0.090014,16.000000,-0.445513,L,-0.400000,0.340808,0.944587,-0.616682
1.100850,0.177825,28.000000,0.396296,O,-0.680747,-0.169943,0.103787,-0.440775
1.043360,-0.027932,-28.000000,0.250597,O,-0.614196,0.003090,0.750150,0.090365
1.045379,0.040336,-6.000000,0.353781,G,0.516835,0.904785,-0.258417,-0.285938
1.095730,0.127529,34.000000,-0.354711,O,-0.763842,-0.385988,0.855455,-0.292564
1.057046,0.078986,10.000000,-0.048636,G,0.719758,0.590525,-0.359879,0.819651
1.093167,0.119753,30.000000,-0.253651,O,-0.691821,-0.198734,0.753900,0.076728
1.059210,0.084627,12.000000,0.199046,G,1.000000,0.504337,-0.694887,0.275549
1.087936,0.114655,28.000000,-0.196041,O,-0.621330,-0.015458,0.696002,0.287267
1.052577,-0.040033,-32.000000,-0.004703,O,-0.664420,-0.127491,0.495384,0.983213
1.074150,0.099188,18.000000,0.053359,L,-0.400000,0.345125,0.446732,0.806299
1.127798,0.185955,32.000000,0.201471,O,-0.772809,-0.409304,0.298360,0.266765
1.052913,-0.033857,-30.000000,0.448382,O,-0.622518,-0.018547,0.949210,-0.633491
1.043050,0.039559,-6.000000,0.303982,G,0.324762,0.858318,-0.162381,-0.105685
1.077639,0.104930,22.000000,-0.501353,O,-0.596530,0.049022,1.001496,-0.823622
1.084007,0.111453,28.000000,0.197180,O,-0.669651,-0.141092,0.302878,0.283193
1.040922,0.031826,-10.000000,0.402844,G,0.241525,0.718078,-0.120762,-0.464305
1.054974,0.076730,10.000000,-0.148546,G,0.523297,0.589641,-0.261648,0.459234
1.088148,0.114527,26.000000,-0.347100,O,-0.630001,-0.038003,0.846840,-0.261237
1.055929,0.066615,4.000000,0.502553,G,1.000000,0.865796,-0.636758,-0.827470
1.046668,0.052801,-2.000000,0.297920,G,0.559309,0.981385,-0.279654,-0.084616
1.061716,0.079906,10.000000,0.448447,G,1.000000,0.584816,-0.863062,-0.628649
1.057975,0.086502,12.000000,0.153523,G,1.000000,0.580398,-0.573083,0.441889
1.049500,0.046418,-4.000000,-0.145922,G,0.480812,0.905243,-0.240406,0.470365
1.095144,0.114863,30.000000,0.052892,O,-0.700795,-0.222068,0.447442,0.808879
1.089464,0.121550,30.000000,-0.452053,O,-0.690781,-0.196031,0.952537,-0.645589
1.055767,-0.046576,-34.000000,0.254266,O,-0.694475,-0.205635,0.753721,0.077380
1.045462,0.050510,-4.000000,-0.349648,G,0.878216,0.909802,-0.439108,-0.268766
1.042052,0.025988,-12.000000,-0.396464,G,1.000000,0.615736,-0.780459,-0.440711
1.072769,0.103259,20.000000,-0.353434,L,-0.400000,0.239800,0.853508,-0.285485
1.027555,0.094304,-10.000000,0.001864,G,0.581200,0.708071,-0.290600,0.995167
1.041966,0.038942,-8.000000,-0.499649,G,1.000000,0.741887,-0.757894,-0.817384
1.050180,0.059712,0.000000,-0.451418,G,0.722815,0.909656,-0.361408,-0.642733
1.059400,0.089988,12.000000,0.395345,G,1.000000,0.517733,-0.877473,-0.437113
1.056235,0.074300,4.000000,0.345395,G,1.000000,0.783627,-0.562033,-0.256946
1.061924,0.084999,10.000000,-0.298403,D,-0.300000,0.614165,1.000000,-0.085181
1.045400,-0.003216,-20.000000,0.146472,G,0.930956,0.388242,-0.465478,0.468073
1.047901,-0.005291,-20.000000,0.049725,R,-0.400000,0.371087,0.549677,0.819355
1.060834,0.082434,8.000000,0.200530,G,1.000000,0.607608,-0.593342,0.269274
1.047488,0.052105,-4.000000,0.348486,G,0.582698,0.942934,-0.291349,-0.266963
1.061486,0.090541,14.000000,0.147011,G,1.000000,0.497592,-0.649494,0.465143
1.047827,-0.034221,-30.000000,0.101713,O,-0.643773,-0.073811,0.601497,0.630922
1.045919,-0.004230,-20.000000,0.249940,O,-0.569445,0.119442,0.750595,0.088745
1.042359,0.035759,-8.000000,0.299046,G,0.219217,0.810596,-0.109609,-0.087319
1.041524,0.053366,-4.000000,-0.201763,G,0.746881,0.828213,-0.373441,0.266712
1.098778,0.121952,32.000000,-0.354884,O,-0.728282,-0.293533,0.854775,-0.290090
1.089020,0.120324,30.000000,0.349496,O,-0.717806,-0.266296,0.150690,-0.270217
1.067250,0.099747,18.000000,0.296000,O,-0.546599,0.178843,0.203939,-0.076584
1.049348,-0.028601,-28.000000,0.404444,O,-0.590732,0.064096,0.904563,-0.471137
1.065827,0.092093,18.000000,0.045230,L,-0.400000,0.295830,0.454914,0.836052
1.066791,0.162233,16.000000,0.247286,L,-0.400000,0.380035,0.252970,0.101710
1.079856,0.104573,22.000000,-0.502277,O,-0.574368,0.106643,1.001894,-0.825070
1.088306,0.111875,30.000000,-0.195155,O,-0.695898,-0.209336,0.694706,0.291977
1.066455,0.092604,14.000000,0.500981,G,1.000000,0.382033,-1.000000,-0.839431
1.040820,-0.000150,-18.000000,-0.497167,G,1.000000,0.371888,-1.000000,-0.808601
1.041701,0.006253,-18.000000,-0.349575,G,1.000000,0.377121,-0.972517,-0.271411
1.105664,0.128618,36.000000,-0.051289,O,-0.798597,-0.476353,0.551111,0.814141
1.086832,0.113777,30.000000,-0.452409,O,-0.719015,-0.269440,0.953143,-0.647794
1.048107,-0.025899,-28.000000,-0.454204,O,-0.619148,-0.009785,0.046130,-0.650436
1.100358,0.125319,34.000000,0.148607,O,-0.757123,-0.368520,0.351563,0.460229
1.045747,0.019315,-12.000000,-0.152644,G,1.000000,0.650816,-0.502254,0.443384
1.080789,0.111378,24.000000,0.503026,O,-0.597597,0.046247,-0.004149,-0.833269
1.043668,0.020208,-14.000000,-0.097029,G,1.000000,0.527238,-0.569777,0.647217
1.053976,0.074592,6.000000,0.354792,G,1.000000,0.717428,-0.637873,-0.292004
1.048704,0.058857,0.000000,0.347861,G,0.786501,0.954576,-0.393251,-0.264824
1.070275,0.095873,16.000000,-0.300919,L,-0.400000,0.365894,0.800931,-0.094295
1.044874,-0.038675,-30.000000,0.097166,O,-0.638266,-0.059492,0.597093,0.646935
1.052145,-0.027519,-28.000000,-0.404364,O,-0.601345,0.036502,0.095968,-0.469208
1.049438,-0.003586,-20.000000,-0.400923,O,-0.575888,0.102691,0.098581,-0.459706
1.042482,-0.012385,-22.000000,0.099427,O,-0.544869,0.183341,0.599617,0.637757
1.042535,-0.024605,-26.000000,0.196201,O,-0.571355,0.114477,0.696025,0.287181
1.044376,0.005733,-18.000000,-0.195031,R,-0.400000,0.382502,0.305331,0.292111
1.047662,-0.010279,-24.000000,0.345386,R,-0.400000,0.241534,0.845398,-0.255993
1.079431,0.107000,22.000000,-0.495298,O,-0.580513,0.090666,0.995856,-0.803111
1.077227,0.106525,24.000000,-0.047723,O,-0.604323,0.028760,0.548077,0.825175
1.047779,-0.013092,-24.000000,-0.497349,O,-0.549675,0.170846,0.002496,-0.809104
1.057594,0.071814,6.000000,-0.501517,G,0.376876,0.687394,-0.188438,-0.821976
1.040948,0.016061,-14.000000,-0.251543,G,1.000000,0.403771,-0.847702,0.085555
1.046584,-0.006430,-20.000000,0.003558,R,-0.400000,0.294010,0.504218,0.984663
1.045401,0.140756,4.000000,0.197343,G,0.884767,0.755093,-0.442383,0.281903
1.043996,-0.013192,-24.000000,0.201632,O,-0.557137,0.151444,0.701761,0.266324
1.123474,0.186614,34.000000,0.496387,O,-0.786504,-0.444911,0.001997,-0.810918
1.045775,0.067083,0.000000,0.403766,G,0.988232,0.909634,-0.494116,-0.468182
1.103699,0.125731,36.000000,-0.151358,O,-0.724430,-0.283518,0.651361,0.449598
1.041172,0.027482,-12.000000,-0.146541,G,1.000000,0.631014,-0.515482,0.467286
1.067950,0.102856,20.000000,0.348108,L,-0.400000,0.295724,0.152107,-0.265065
1.038660,0.127014,0.000000,-0.000166,G,0.247843,0.876259,-0.123921,0.999345
1.072318,0.094786,18.000000,0.100774,L,-0.400000,0.282006,0.399330,0.633929
1.039078,0.132887,2.000000,0.496207,G,1.000000,0.806466,-0.689597,-0.803865
1.055543,-0.044506,-34.000000,-0.502666,O,-0.695024,-0.207064,-0.002381,-0.826840
1.056088,0.070439,4.000000,0.201914,G,0.783503,0.809871,-0.391751,0.266830
1.082772,0.115300,28.000000,-0.297010,O,-0.671743,-0.146531,0.796794,-0.079250
1.119023,0.184240,32.000000,0.099682,O,-0.757781,-0.370229,0.400896,0.639621
1.040441,0.033237,-10.000000,0.051614,G,0.521452,0.688364,-0.260726,0.814873
1.050337,-0.040780,-32.000000,0.195326,O,-0.665102,-0.129264,0.695955,0.287435
1.091961,0.108756,28.000000,0.049449,O,-0.651549,-0.094029,0.450038,0.818321
1.047659,0.017979,-14.000000,0.146474,G,0.627473,0.540303,-0.313736,0.469232
1.046026,0.036762,-8.000000,-0.348572,G,0.989714,0.853219,-0.494857,-0.265730
1.051036,-0.043716,-32.000000,-0.402465,O,-0.740911,-0.326369,0.097374,-0.464094
1.042368,0.011273,-16.000000,-0.454729,G,1.000000,0.448984,-1.000000,-0.654713
1.055923,-0.053145,-36.000000,0.449133,O,-0.755453,-0.364177,0.949496,-0.634529
1.045061,-0.029977,-30.000000,0.403960,O,-0.634669,-0.050140,0.903904,-0.468743
1.067511,0.089085,16.000000,0.395673,L,-0.400000,0.385084,0.105362,-0.435046
1.056552,-0.049300,-34.000000,0.398928,O,-0.712542,-0.252609,0.898735,-0.449947
1.061368,0.075458,8.000000,0.246870,G,1.000000,0.720962,-0.525768,0.102802
1.047629,0.007830,-18.000000,-0.049697,G,1.000000,0.403027,-0.645628,0.823071
1.106565,0.128121,36.000000,-0.251983,O,-0.847494,-0.603485,0.751658,0.084879
1.075368,0.103854,24.000000,0.146798,L,-0.400000,0.255891,0.353131,0.465932
0.999902,0.027610,-26.000000,0.404354,O,-0.587167,0.073365,0.904533,-0.471029
1.074548,0.097024,20.000000,-0.003628,L,-0.400000,0.269844,0.503728,0.986443
1.029883,0.122601,-4.000000,-0.402898,G,0.936049,0.934830,-0.468025,-0.464925
1.048762,0.059227,-2.000000,0.349239,G,0.636653,0.969827,-0.318327,-0.267271
1.046466,0.003273,-18.000000,-0.254441,R,-0.400000,0.240414,0.245613,0.074956
1.078668,0.163601,16.000000,0.153821,L,-0.400000,0.318252,0.345779,0.439198
1.011561,0.055375,-20.000000,-0.104482,R,-0.400000,0.375047,0.396016,0.621875
1.103579,0.126778,34.000000,-0.351352,O,-0.772233,-0.407807,0.850990,-0.276328
1.057437,0.081107,10.000000,0.353693,G,1.000000,0.749026,-0.604935,-0.287132
1.061207,0.087848,12.000000,0.099270,G,1.000000,0.516007,-0.583157,0.639402
1.053747,0.078315,6.000000,0.199962,G,0.853134,0.773441,-0.426567,0.272698
1.084278,0.110120,28.000000,-0.297804,O,-0.668554,-0.138240,0.797516,-0.081876
1.047806,-0.018900,-26.000000,-0.053208,O,-0.564288,0.132851,0.447281,0.808294
1.041862,0.025887,-10.000000,-0.248508,G,0.964705,0.765856,-0.482353,0.097424
1.090009,0.116062,30.000000,0.446957,O,-0.687998,-0.188796,0.053723,-0.622825
1.051631,-0.018184,-26.000000,-0.003165,O,-0.584445,0.080442,0.497671,0.991529
1.067809,0.092535,18.000000,-0.153009,L,-0.400000,0.300072,0.653945,0.440202
1.019050,0.068387,-16.000000,0.251069,G,0.520296,0.489160,-0.260148,0.088393
1.051260,-0.032337,-30.000000,0.102804,O,-0.689543,-0.192813,0.602818,0.626117
1.048550,0.063376,2.000000,-0.397960,G,0.542228,0.873301,-0.271114,-0.446594
1.070415,0.096597,18.000000,-0.254818,L,-0.400000,0.354722,0.754899,0.073093
1.004919,0.031294,-28.000000,-0.349532,O,-0.598491,0.043924,0.150493,-0.270933
1.079351,0.108793,26.000000,-0.249931,O,-0.646253,-0.080258,0.750459,0.089241
1.076254,0.110434,24.000000,0.049474,O,-0.600167,0.039567,0.451245,0.822710
1.044412,0.019372,-14.000000,0.151679,G,0.462296,0.617876,-0.231148,0.450999
1.094761,0.119601,32.000000,0.451316,O,-0.655116,-0.103301,0.048128,-0.643173
1.082930,0.112640,28.000000,0.253245,O,-0.676963,-0.160103,0.246485,0.078129
1.048897,-0.023649,-28.000000,0.301784,O,-0.605711,0.025151,0.801808,-0.097485
1.042732,0.000411,-18.000000,0.252888,G,0.737614,0.378844,-0.368807,0.082367
1.051626,0.046006,-4.000000,-0.204566,G,0.588932,0.910838,-0.294466,0.253440
1.090550,0.112215,30.000000,-0.449858,O,-0.678696,-0.164610,0.950272,-0.637353
1.045145,0.041924,-6.000000,-0.349194,G,1.000000,0.847628,-0.501856,-0.270850
1.122927,0.190111,34.000000,-0.498634,O,-0.780159,-0.428414,0.998730,-0.813564
