kickX,kickY,kickAngle,goalZ,outcome,kickPleas,kickArou,goalPleas,goalArou
1.055703,0.142528,10.000000,0.195273,G,1.000000,0.653595,-0.541569,0.290313
1.090576,0.115522,30.000000,-0.504820,O,-0.743346,-0.332699,1.002971,-0.828986
1.050996,-0.035416,-32.000000,0.304737,O,-0.675096,-0.155249,0.804984,-0.109033
1.043958,-0.001987,-20.000000,-0.349404,R,-0.400000,0.290236,0.150696,-0.270197
1.021471,0.085994,-10.000000,0.398840,G,0.236072,0.719467,-0.118036,-0.449341
1.043975,0.025340,-10.000000,0.399068,D,-0.300000,0.633574,1.000000,-0.450750
1.056808,-0.046298,-36.000000,0.202038,O,-0.738698,-0.320616,0.701643,0.266753
1.045198,0.061762,0.000000,-0.499681,G,0.910633,0.956356,-0.455317,-0.814403
1.049258,-0.020756,-26.000000,0.048396,O,-0.549301,0.171818,0.548939,0.822039
1.052579,0.074987,8.000000,-0.150294,G,0.364033,0.668166,-0.182017,0.455210
1.047433,0.039604,-8.000000,-0.145814,G,0.904147,0.693710,-0.452074,0.469876
1.052220,-0.038371,-30.000000,0.099847,O,-0.649114,-0.087695,0.599789,0.637130
1.047653,0.040044,-6.000000,0.402634,G,0.429436,0.812697,-0.214718,-0.461895
1.044256,0.034286,-8.000000,0.497106,G,0.552148,0.774912,-0.276074,-0.822406
1.104973,0.128850,36.000000,0.401301,O,-0.613132,0.005857,0.099088,-0.457861
1.050344,0.063278,0.000000,0.298607,G,0.746824,0.925684,-0.373412,-0.087621
1.106336,0.129613,36.000000,-0.097112,O,-0.822341,-0.538086,0.596904,0.647622
1.063331,0.089378,14.000000,-0.302914,G,0.547290,0.423487,-0.273645,-0.101337
1.045871,0.035387,-8.000000,0.204190,D,-0.300000,0.770509,1.000000,0.255647
1.047949,0.046623,-6.000000,0.300575,G,0.244849,0.820944,-0.122425,-0.096295
1.048355,0.005315,-18.000000,-0.049968,G,1.000000,0.394835,-0.655196,0.818067
1.047515,0.062584,2.000000,-0.300024,G,0.333933,0.867909,-0.166966,-0.087483
1.045509,-0.006951,-20.000000,0.253324,R,-0.400000,0.375127,0.753214,0.079222
1.050572,-0.031868,-30.000000,0.152884,O,-0.646954,-0.082080,0.653194,0.442932
1.047056,0.044523,-6.000000,0.149433,G,0.385640,0.657970,-0.192820,0.457418
1.053259,-0.054446,-36.000000,0.204841,O,-0.734272,-0.309108,0.704847,0.255102
1.102586,0.125197,36.000000,-0.346225,O,-0.821446,-0.535759,0.845637,-0.256862
1.047673,-0.030434,-28.000000,-0.299535,O,-0.603212,0.031650,0.201522,-0.085375
1.096581,0.118376,32.000000,-0.495881,O,-0.733273,-0.306510,0.995659,-0.802398
1.049718,0.036652,-8.000000,0.152134,D,-0.300000,0.809034,1.000000,0.443876
1.090503,0.117397,30.000000,0.451052,O,-0.636056,-0.053745,0.048561,-0.641596
1.045739,0.060466,0.000000,-0.496713,G,0.893761,0.950134,-0.446881,-0.806352
1.048454,-0.024003,-26.000000,-0.099366,O,-0.563702,0.134375,0.400022,0.636442
1.042578,-0.000692,-20.000000,-0.047104,R,-0.400000,0.383561,0.452285,0.826490
1.053923,0.073659,8.000000,0.452812,G,1.000000,0.669426,-0.783806,-0.648118
1.045415,0.007826,-16.000000,0.395059,G,0.381381,0.414150,-0.190690,-0.436944
1.059295,0.081885,12.000000,-0.004928,G,0.939777,0.525241,-0.469888,0.982289
1.049828,-0.004364,-22.000000,0.154929,R,-0.400000,0.283797,0.654564,0.437949
1.280235,0.076134,-18.000000,-0.201669,D,-0.300000,0.743866,1.000000,0.266447
1.036009,0.126754,2.000000,-0.203803,G,0.215710,0.904209,-0.107855,0.259467
1.071908,0.091445,16.000000,0.251904,L,-0.400000,0.383678,0.248304,0.084741
1.066466,0.080667,12.000000,0.249785,G,1.000000,0.522022,-0.727590,0.092320
1.042000,-0.000612,-18.000000,-0.249109,G,1.000000,0.406610,-0.843359,0.091023
1.051667,-0.036157,-30.000000,-0.048113,O,-0.650175,-0.090455,0.452140,0.825965
1.049570,-0.017744,-26.000000,-0.398310,O,-0.563658,0.134490,0.101739,-0.448221
1.061486,0.086647,14.000000,0.096292,G,1.000000,0.370138,-0.726275,0.649406
1.066588,0.089813,16.000000,0.149104,L,-0.400000,0.385750,0.351434,0.459759
1.000005,0.010677,-30.000000,-0.449121,O,-0.659852,-0.115615,0.050653,-0.633991
1.065997,0.090000,16.000000,-0.045751,G,1.000000,0.379083,-0.574954,0.832861
1.047855,0.066323,0.000000,0.295585,G,0.689295,0.950978,-0.344647,-0.075002
1.043216,0.047978,-4.000000,-0.301230,G,0.793475,0.904730,-0.396737,-0.096244
1.090821,0.121569,30.000000,0.197664,O,-0.697039,-0.212302,0.302446,0.281623
1.051930,0.078381,6.000000,-0.499089,G,0.495721,0.749203,-0.247860,-0.813299
1.044562,-0.026742,-26.000000,0.048296,O,-0.588101,0.070938,0.548592,0.823303
1.087349,0.114230,28.000000,0.448619,O,-0.666774,-0.133613,0.051528,-0.630808
1.081256,0.109676,24.000000,0.299495,O,-0.597503,0.046492,0.200877,-0.087719
1.084522,0.112578,28.000000,-0.201915,O,-0.665058,-0.129151,0.701624,0.266820
1.006615,0.010366,-32.000000,-0.196785,O,-0.702026,-0.225267,0.303172,0.284263
1.050841,0.067153,2.000000,-0.396346,G,0.548860,0.878156,-0.274430,-0.440996
1.083187,0.112890,26.000000,-0.103529,O,-0.664010,-0.126427,0.603942,0.622030
1.057814,0.078928,10.000000,-0.147013,G,0.646942,0.530164,-0.323471,0.467765
1.077735,0.103141,20.000000,-0.097190,O,-0.552683,0.163024,0.596822,0.647921
1.044729,0.062950,0.000000,-0.201074,G,0.516584,0.941986,-0.258292,0.271717
1.102712,0.121350,34.000000,-0.095703,O,-0.762202,-0.381725,0.596593,0.648753
1.092894,0.119845,30.000000,-0.202364,O,-0.699843,-0.219591,0.702659,0.263060
1.045305,0.014300,-14.000000,0.054918,G,0.673550,0.609048,-0.336775,0.802992
1.048913,0.046761,-4.000000,-0.254871,G,0.749734,0.879918,-0.374867,0.073511
1.049132,0.002041,-20.000000,0.151841,G,0.857952,0.419121,-0.428976,0.447624
1.084653,0.114711,26.000000,0.300189,O,-0.614410,0.002534,0.199734,-0.091878
1.079810,0.105968,22.000000,-0.150504,O,-0.561474,0.140167,0.650828,0.451533
1.052627,-0.043208,-34.000000,-0.246743,O,-0.776434,-0.418728,0.252167,0.098787
1.079857,0.105552,22.000000,0.498389,O,-0.566561,0.126940,0.001405,-0.813074
1.076749,0.105374,22.000000,-0.453903,O,-0.585808,0.076898,0.953776,-0.650096
1.034843,0.124118,-2.000000,-0.148627,G,0.409811,0.943973,-0.204906,0.458622
1.065741,0.087410,14.000000,-0.446658,D,-0.300000,0.469728,1.000000,-0.628401
1.086329,0.106738,26.000000,0.446788,O,-0.640314,-0.064816,0.052470,-0.627380
1.066674,0.095962,18.000000,-0.004950,L,-0.400000,0.339120,0.504782,0.982611
1.059468,0.157114,16.000000,-0.047041,G,1.000000,0.391981,-0.560805,0.828315
1.071559,0.101011,18.000000,0.302741,L,-0.400000,0.339216,0.197861,-0.098686
1.132118,0.187335,36.000000,0.000363,O,-0.831256,-0.561267,0.500206,0.999251
1.043283,-0.006285,-22.000000,-0.199050,R,-0.400000,0.291561,0.300797,0.275626
1.095829,0.172365,24.000000,0.296413,O,-0.588055,0.071056,0.203794,-0.077113
1.055167,0.073408,8.000000,0.195160,G,1.000000,0.597757,-0.596749,0.292704
1.046887,0.042807,-6.000000,-0.346759,G,1.000000,0.761060,-0.585568,-0.260466
1.042264,0.033704,-10.000000,0.453309,G,0.247751,0.670579,-0.123876,-0.648350
1.049475,0.018429,-12.000000,0.349771,G,0.456732,0.421971,-0.228366,-0.271503
1.055378,0.084942,12.000000,-0.151475,G,0.687420,0.505194,-0.343710,0.450559
1.108048,0.124039,36.000000,0.153648,O,-0.702836,-0.227375,0.346118,0.440431
1.055914,0.086228,10.000000,0.498660,G,1.000000,0.525376,-0.978129,-0.830931
1.045629,0.049258,-4.000000,0.345629,G,0.502328,0.905745,-0.251164,-0.256069
1.068170,0.096599,20.000000,0.299566,L,-0.400000,0.240617,0.201307,-0.086157
1.049836,0.133702,4.000000,-0.001011,D,-0.300000,0.891253,1.000000,0.997418
1.084971,0.114679,26.000000,-0.397518,O,-0.640176,-0.064459,0.897936,-0.447038
1.087780,0.120467,30.000000,0.352305,O,-0.689001,-0.191401,0.148370,-0.278653
1.044167,0.038000,-6.000000,0.002374,D,-0.300000,0.882093,1.000000,0.987182
1.081026,0.099541,22.000000,0.254261,L,-0.400000,0.271797,0.245523,0.074629
1.042574,0.136429,4.000000,0.402588,G,1.000000,0.775875,-0.626420,-0.462890
1.041537,-0.025340,-26.000000,-0.103398,O,-0.610980,0.011451,0.396306,0.622932
1.048933,0.000273,-20.000000,-0.000543,R,-0.400000,0.365880,0.499415,0.997871
1.047452,0.001206,-18.000000,-0.046558,G,1.000000,0.488616,-0.557651,0.831755
1.073103,0.095161,20.000000,-0.152262,O,-0.546692,0.178602,0.653593,0.441480
1.060766,0.091950,14.000000,-0.249819,G,0.307056,0.596802,-0.153528,0.092108
1.059066,0.075517,6.000000,0.449785,G,1.000000,0.641308,-0.808567,-0.635909
1.053464,0.071373,6.000000,0.495999,G,1.000000,0.719023,-0.777072,-0.803980
1.064634,0.080606,12.000000,0.200669,G,1.000000,0.476385,-0.724057,0.271120
1.103066,0.125568,34.000000,-0.097464,O,-0.783440,-0.436945,0.597878,0.644081
1.052553,0.052533,-4.000000,0.347740,G,0.554777,0.929777,-0.277388,-0.264041
1.076334,0.106262,26.000000,0.503215,L,-0.400000,0.360430,-0.003617,-0.831335
1.054483,0.141244,8.000000,-0.047846,G,0.580108,0.662300,-0.290054,0.826742
1.076458,0.096940,20.000000,0.353690,L,-0.400000,0.227499,0.146503,-0.285443
1.049568,0.035094,-8.000000,0.045225,G,0.405219,0.752225,-0.202610,0.835763
1.048258,0.022388,-12.000000,-0.046900,G,0.757702,0.667868,-0.378851,0.830113
1.058754,0.082538,12.000000,0.449406,G,1.000000,0.509868,-0.940039,-0.636026
1.042578,-0.001208,-18.000000,-0.100050,G,1.000000,0.496257,-0.603862,0.635930
1.064086,0.084165,14.000000,-0.295377,G,0.638681,0.385218,-0.319341,-0.074331
1.052809,0.063116,0.000000,-0.353509,G,0.621008,0.957186,-0.310504,-0.284791
1.056200,0.083463,10.000000,0.351048,G,1.000000,0.597926,-0.752973,-0.275995
1.042131,0.021838,-12.000000,-0.495156,G,1.000000,0.707919,-0.787336,-0.800928
1.048828,-0.046237,-34.000000,0.146136,O,-0.696458,-0.210792,0.646282,0.468064
1.042245,0.013100,-16.000000,0.300669,G,0.364224,0.517196,-0.182112,-0.093425
1.110096,0.184445,30.000000,0.495006,O,-0.705528,-0.234373,0.004505,-0.801800
1.045495,-0.046145,-34.000000,0.345874,O,-0.694340,-0.205284,0.846864,-0.261323
1.038075,0.011946,-14.000000,0.148831,G,0.731830,0.485438,-0.365915,0.459465
1.054526,0.061038,0.000000,-0.445863,G,0.783362,0.946332,-0.391681,-0.619450
1.101530,0.125656,34.000000,-0.246326,O,-0.749122,-0.347717,0.746402,0.103993
1.053838,0.065507,0.000000,-0.302022,G,0.501365,0.948680,-0.250682,-0.098190
1.064328,0.083285,12.000000,0.148422,G,1.000000,0.462512,-0.684986,0.463644
1.052471,0.061837,2.000000,-0.050934,D,-0.300000,0.896758,1.000000,0.815043
1.023373,0.087746,-12.000000,0.297695,G,0.397982,0.503683,-0.198991,-0.081184
1.044883,-0.026311,-26.000000,0.397985,O,-0.598069,0.045021,0.897851,-0.446732
1.046161,0.044886,-4.000000,0.052279,D,-0.300000,0.909577,1.000000,0.809576
1.047928,-0.049113,-34.000000,0.154756,O,-0.697086,-0.212424,0.653738,0.440952
1.097133,0.121718,32.000000,-0.196887,O,-0.727571,-0.291685,0.696899,0.284004
1.044783,-0.029922,-28.000000,-0.498282,O,-0.607355,0.020878,0.001322,-0.813374
1.054199,0.064084,2.000000,0.346877,G,1.000000,0.828193,-0.518028,-0.258986
1.095105,0.117558,30.000000,-0.053828,O,-0.705214,-0.233555,0.553928,0.803899
1.045204,-0.025859,-28.000000,-0.496386,O,-0.597680,0.046033,0.004642,-0.801301
1.049170,0.052126,-2.000000,-0.251431,G,0.556340,0.973535,-0.278170,0.084711
1.088610,0.113199,30.000000,0.249382,O,-0.699611,-0.218989,0.250890,0.094145
1.056604,-0.046803,-36.000000,0.047491,O,-0.759417,-0.374485,0.547321,0.827923
1.079728,0.111212,24.000000,-0.200301,O,-0.598025,0.045134,0.701000,0.269090
1.043223,0.038867,-8.000000,-0.147263,G,0.788753,0.752446,-0.394376,0.466099
1.062092,0.083276,8.000000,0.500095,G,1.000000,0.627526,-0.873329,-0.821289
1.069718,0.094191,16.000000,-0.151435,G,0.950099,0.373361,-0.475049,0.448764
1.049849,0.021580,-12.000000,-0.049550,G,0.853749,0.622776,-0.426874,0.819453
1.049597,0.047255,-6.000000,-0.201572,G,0.750299,0.826660,-0.375150,0.266147
1.050333,-0.041637,-32.000000,-0.496146,O,-0.672176,-0.147657,0.003409,-0.805786
1.042374,0.026840,-12.000000,-0.098055,G,0.887271,0.654889,-0.443635,0.641729
1.049062,0.030510,-10.000000,-0.199636,G,0.957751,0.719823,-0.478875,0.277462
1.047526,-0.024790,-26.000000,-0.246931,O,-0.611537,0.010003,0.252884,0.101396
1.121540,0.188505,34.000000,0.494126,O,-0.751694,-0.354405,0.005395,-0.798563
1.091915,0.113584,28.000000,-0.202128,O,-0.663226,-0.124387,0.702623,0.263190
1.088909,0.117263,28.000000,0.003125,O,-0.660197,-0.116513,0.497452,0.990733
1.046673,0.021523,-12.000000,-0.352011,G,1.000000,0.625254,-0.726802,-0.280204
1.103846,0.127333,34.000000,0.003629,O,-0.740841,-0.326186,0.496332,0.986661
1.048272,-0.001544,-20.000000,-0.401949,R,-0.400000,0.373033,0.098042,-0.461665
1.049069,0.009849,-16.000000,0.154260,G,0.634170,0.528159,-0.317085,0.437249
1.044527,0.021062,-14.000000,-0.195080,G,1.000000,0.543480,-0.651236,0.291940
1.043789,0.041288,-6.000000,0.197625,D,-0.300000,0.841690,1.000000,0.283671
1.070639,0.104715,20.000000,0.148556,L,-0.400000,0.249000,0.351014,0.458232
1.078312,0.165732,18.000000,0.485167,L,-0.400000,0.332164,0.000767,-0.815393
1.062026,0.158154,14.000000,0.296159,G,1.000000,0.433527,-0.862564,-0.076692
1.083541,0.114026,26.000000,-0.351617,O,-0.637725,-0.058085,0.852357,-0.281297
1.065792,0.084937,12.000000,0.096413,G,1.000000,0.476219,-0.620081,0.649820
1.093177,0.116940,32.000000,-0.395359,O,-0.726828,-0.289753,0.895693,-0.438885
1.043676,0.041898,-6.000000,-0.151056,G,0.568726,0.866360,-0.284363,0.451918
1.041902,0.023125,-12.000000,-0.399992,G,1.000000,0.603140,-0.796822,-0.454409
1.045003,0.023884,-12.000000,-0.052849,G,1.000000,0.468368,-0.583840,0.810153
1.092768,0.112681,30.000000,-0.454236,O,-0.652267,-0.095895,0.953860,-0.650400
1.048151,0.038673,-8.000000,0.253337,G,0.330315,0.581977,-0.165158,0.080491
1.044514,-0.037760,-30.000000,0.349816,O,-0.640162,-0.064420,0.849611,-0.271313
1.099303,0.129027,36.000000,0.201558,O,-0.789341,-0.452286,0.298681,0.267929
1.010204,0.015914,-30.000000,0.197092,O,-0.638847,-0.061001,0.697056,0.283434
1.054495,-0.038545,-32.000000,-0.246387,O,-0.659361,-0.114339,0.254261,0.106404
1.044375,-0.014395,-24.000000,-0.051704,O,-0.556048,0.154276,0.448835,0.813947
1.094359,0.119628,32.000000,0.099242,O,-0.732603,-0.304769,0.401252,0.640918
1.049720,0.060077,-2.000000,0.500865,G,0.744353,0.874956,-0.372176,-0.808076
1.099831,0.123808,32.000000,-0.195811,O,-0.734823,-0.310540,0.695095,0.290564
1.082484,0.108959,26.000000,-0.504185,O,-0.634929,-0.050815,1.004093,-0.833066
1.055682,0.070217,2.000000,-0.097554,D,-0.300000,0.926571,1.000000,0.645032
1.089109,0.109377,28.000000,0.502257,O,-0.671910,-0.146967,-0.005599,-0.838542
1.047908,-0.022766,-26.000000,-0.204636,O,-0.581330,0.088543,0.295418,0.256065
1.056285,0.079424,8.000000,0.251529,G,1.000000,0.660126,-0.591030,0.086705
1.090534,0.118161,32.000000,-0.001874,O,-0.729660,-0.297117,0.502719,0.990112
1.076313,0.102322,20.000000,0.503349,O,-0.548925,0.172794,-0.004240,-0.833600
1.042622,0.030733,-10.000000,-0.495047,G,1.000000,0.703578,-0.791491,-0.800251
1.037793,-0.001541,-20.000000,0.104496,R,-0.400000,0.296270,0.604210,0.621054
1.011021,0.078731,-16.000000,0.145068,G,0.572123,0.569060,-0.286061,0.473168
1.038718,0.027138,-10.000000,0.047332,G,0.526886,0.689239,-0.263443,0.827934
1.049185,0.071175,4.000000,-0.097073,D,-0.300000,0.818080,1.000000,0.646739
1.048999,-0.011388,-22.000000,0.354036,R,-0.400000,0.371444,0.854100,-0.287638
1.049055,0.061592,0.000000,0.252503,G,0.502088,0.998662,-0.251044,0.082248
1.050366,-0.045316,-34.000000,0.354382,O,-0.715165,-0.259430,0.854589,-0.289415
1.040833,-0.004452,-22.000000,-0.152804,R,-0.400000,0.309392,0.346945,0.443437
1.015683,0.080761,-12.000000,-0.197551,G,1.000000,0.631554,-0.565895,0.282004
1.040223,0.018324,-14.000000,-0.004506,G,0.881086,0.563367,-0.440543,0.985784
1.046941,-0.011297,-22.000000,-0.246860,R,-0.400000,0.321768,0.252900,0.101454
1.091144,0.162173,22.000000,0.145422,O,-0.561999,0.138804,0.354577,0.471189
1.057685,0.078091,10.000000,0.145654,G,1.000000,0.604673,-0.541121,0.469842
1.080961,0.106831,22.000000,0.099817,O,-0.570724,0.116117,0.400603,0.638558
1.046107,-0.018403,-26.000000,0.196374,O,-0.681547,-0.172023,0.696779,0.284439
1.098428,0.123506,34.000000,0.195750,O,-0.775744,-0.416935,0.304626,0.289548
1.079104,0.102749,24.000000,0.195629,O,-0.583545,0.082784,0.303275,0.284637
1.078084,0.104613,22.000000,0.254275,O,-0.594896,0.053271,0.245710,0.075309
1.049492,0.070876,4.000000,0.503192,G,1.000000,0.808510,-0.693741,-0.826370
1.095216,0.117703,30.000000,-0.354132,O,-0.685790,-0.183053,0.853717,-0.286243
1.051859,0.050522,-4.000000,0.153593,D,-0.300000,0.915429,1.000000,0.443038
1.065281,0.099231,18.000000,-0.053164,L,-0.400000,0.311784,0.553628,0.804990
1.078046,0.171231,20.000000,-0.003917,L,-0.400000,0.291229,0.504512,0.983592
1.110937,0.179446,30.000000,-0.096876,O,-0.724706,-0.284235,0.597145,0.646746
1.055018,0.078803,10.000000,0.399585,G,1.000000,0.594793,-0.804085,-0.450464
1.089347,0.119720,30.000000,-0.200075,O,-0.684004,-0.178412,0.699690,0.273853
1.063873,0.094438,16.000000,-0.245152,L,-0.400000,0.381682,0.744450,0.111091
1.083722,0.105469,24.000000,-0.051950,O,-0.602968,0.032283,0.552226,0.810087
1.041112,0.006974,-16.000000,-0.402482,G,1.000000,0.534305,-0.867732,-0.461956
1.049230,0.061992,2.000000,0.300495,G,0.861654,0.870136,-0.430827,-0.094411
1.040159,0.020906,-14.000000,-0.447564,G,1.000000,0.554989,-0.892584,-0.627538
1.041457,-0.019203,-26.000000,-0.000398,R,-0.400000,0.226107,0.499019,0.996432
1.098374,0.123318,32.000000,0.246729,O,-0.723128,-0.280132,0.253344,0.103070
1.071990,0.103176,20.000000,0.349578,L,-0.400000,0.242885,0.150416,-0.271216
1.086831,0.168830,22.000000,0.395576,O,-0.577958,0.097310,0.104578,-0.437899
1.046384,-0.045291,-32.000000,0.353576,O,-0.676299,-0.158378,0.853633,-0.285940
1.097080,0.126678,34.000000,-0.046013,O,-0.772517,-0.408545,0.546228,0.831897
1.071345,0.101179,20.000000,-0.495759,L,-0.400000,0.309649,0.995344,-0.801251
1.092961,0.169696,20.000000,0.399120,L,-0.400000,0.242072,0.101001,-0.450904
1.095328,0.123421,32.000000,0.403500,O,-0.726800,-0.289681,0.096870,-0.465927
1.041922,0.006846,-18.000000,-0.198121,G,1.000000,0.395910,-0.801639,0.281641
1.052671,-0.037901,-30.000000,0.199684,O,-0.673516,-0.151142,0.699492,0.274574
1.059757,0.084821,12.000000,0.051640,G,1.000000,0.455969,-0.595230,0.813821
1.084989,0.115381,28.000000,-0.200356,O,-0.675616,-0.156602,0.700581,0.270614
0.998500,-0.004614,-34.000000,0.301300,O,-0.728890,-0.295115,0.801255,-0.095473
1.078102,0.101372,22.000000,0.102659,O,-0.579486,0.093337,0.398514,0.630959
1.044157,0.022133,-12.000000,-0.249067,G,1.000000,0.679551,-0.569926,0.092811
1.055279,-0.040707,-34.000000,-0.052181,O,-0.744118,-0.334708,0.447636,0.809585
1.093878,0.115883,32.000000,-0.304196,O,-0.720610,-0.273585,0.804759,-0.108216
1.089377,0.116246,30.000000,0.351385,O,-0.695511,-0.208328,0.148973,-0.276463
1.050986,-0.054043,-36.000000,0.499252,O,-0.740667,-0.325734,0.997904,-0.810559
1.098620,0.121883,32.000000,-0.399926,O,-0.755529,-0.364376,0.899016,-0.450967
1.086580,0.106463,26.000000,-0.201182,O,-0.587305,0.073007,0.702139,0.264950
1.048584,0.006689,-18.000000,-0.245887,G,1.000000,0.486364,-0.759050,0.107585
1.085507,0.117971,28.000000,0.096488,O,-0.661564,-0.120065,0.403424,0.648816
1.099331,0.116915,32.000000,0.202288,O,-0.741287,-0.327346,0.297982,0.265389
1.053357,0.062690,2.000000,0.299795,G,0.814761,0.892414,-0.407381,-0.090162
1.042635,0.039628,-6.000000,-0.448846,G,1.000000,0.771242,-0.677626,-0.632248
1.062952,0.084236,10.000000,0.395400,G,1.000000,0.487621,-0.907702,-0.437538
1.049786,-0.043696,-34.000000,-0.202134,O,-0.713187,-0.254286,0.297604,0.264013
1.056312,0.068199,2.000000,0.001147,G,0.251363,0.875080,-0.125681,0.997230
1.098406,0.119311,32.000000,0.345051,O,-0.735615,-0.312599,0.155130,-0.254072
1.078628,0.106376,24.000000,-0.101576,O,-0.619668,-0.011137,0.601667,0.630301
1.088588,0.118287,28.000000,-0.154359,O,-0.685034,-0.181088,0.655508,0.434516
1.065889,0.091764,18.000000,-0.353026,L,-0.400000,0.314323,0.852479,-0.281742
1.012401,0.050468,-22.000000,0.445520,R,-0.400000,0.288588,0.945666,-0.620604
1.079050,0.107138,24.000000,-0.498357,O,-0.601067,0.037225,0.998496,-0.812711
1.094344,0.121758,34.000000,-0.000287,O,-0.765613,-0.390595,0.500394,0.998568
1.058584,-0.047180,-36.000000,-0.002283,O,-0.715000,-0.259000,0.498544,0.994705
1.097596,0.123571,34.000000,-0.251056,O,-0.770577,-0.403501,0.750025,0.090817
1.051698,-0.024973,-28.000000,0.303789,O,-0.571116,0.115099,0.803870,-0.104981
1.046853,0.051462,-4.000000,-0.103641,G,0.319204,0.944109,-0.159602,0.622868
1.048392,0.043940,-6.000000,-0.503537,G,1.000000,0.754087,-0.749232,-0.830250
1.047198,0.057725,-2.000000,0.247303,G,0.428293,0.966952,-0.214147,0.101110
1.051058,-0.018781,-24.000000,0.148813,O,-0.547754,0.175841,0.649112,0.457774
1.052651,-0.043491,-34.000000,-0.450699,O,-0.693812,-0.203911,0.048877,-0.640447
1.071055,0.090644,16.000000,-0.347407,G,0.543803,0.380444,-0.271901,-0.264200
1.095286,0.116379,32.000000,-0.102219,O,-0.764467,-0.387615,0.602491,0.627306
1.049588,-0.036271,-32.000000,0.402428,O,-0.655074,-0.103193,0.902602,-0.464007
1.052542,0.057904,-2.000000,-0.352341,G,0.811315,0.946768,-0.405658,-0.281549
1.094798,0.116719,30.000000,0.197477,O,-0.690906,-0.196355,0.302300,0.281090
1.040956,-0.001816,-20.000000,-0.396818,G,1.000000,0.367822,-1.000000,-0.443929
1.103402,0.131154,36.000000,0.051142,O,-0.807071,-0.498384,0.450272,0.819172
1.043813,0.037607,-6.000000,-0.149399,G,0.616478,0.841927,-0.308239,0.453940
1.050956,0.061059,0.000000,0.151980,G,0.447902,0.927926,-0.223951,0.447721
1.046727,0.015821,-14.000000,-0.102565,G,1.000000,0.567786,-0.535164,0.625638
1.085538,0.114835,28.000000,-0.299845,O,-0.662591,-0.122736,0.799393,-0.088700
1.044815,0.047039,-4.000000,0.247709,G,0.275458,0.890370,-0.137729,0.100512
1.044358,0.059395,-2.000000,-0.001302,G,0.380183,0.810368,-0.190091,0.998329
1.054632,0.082412,8.000000,0.403627,G,1.000000,0.665632,-0.737190,-0.464808
1.042625,-0.039214,-30.000000,-0.398402,O,-0.671520,-0.145952,0.102487,-0.445501
1.048202,-0.011969,-22.000000,0.100207,R,-0.400000,0.293442,0.600305,0.635253
1.004551,-0.002234,-34.000000,0.305095,O,-0.712607,-0.252778,0.805187,-0.109771
1.050618,0.070365,6.000000,-0.295934,D,-0.300000,0.753558,1.000000,-0.075737
1.049333,0.013419,-16.000000,-0.401283,G,1.000000,0.504910,-0.896632,-0.460153
1.103325,0.121716,36.000000,-0.254087,O,-0.815028,-0.519073,0.754468,0.074661
1.054453,0.080360,8.000000,-0.199047,G,0.295477,0.653524,-0.147738,0.277319
1.040254,0.018605,-14.000000,0.453427,D,-0.300000,0.486351,1.000000,-0.650739
1.044692,0.051614,-4.000000,0.350456,G,0.489324,0.893548,-0.244662,-0.276780
1.041848,0.061175,0.000000,0.001358,D,-0.300000,0.935049,1.000000,0.994391
1.044850,0.016875,-14.000000,-0.302478,G,1.000000,0.539646,-0.762920,-0.100238
1.096680,0.117885,34.000000,-0.297157,O,-0.753467,-0.359014,0.797646,-0.082349
1.077527,0.095708,20.000000,-0.403765,L,-0.400000,0.270504,0.903743,-0.468156
1.022868,0.107417,-6.000000,0.102401,D,-0.300000,0.858881,1.000000,0.627226
1.059502,0.079686,8.000000,0.095418,G,0.853016,0.668211,-0.426508,0.655566
1.046959,-0.039609,-32.000000,-0.502165,O,-0.643216,-0.072361,-0.002490,-0.827236
1.057295,0.080296,12.000000,0.304402,G,1.000000,0.514212,-0.790136,-0.106718
1.042253,-0.001662,-20.000000,-0.495792,R,-0.400000,0.377850,0.004094,-0.803294
1.089018,0.118107,30.000000,-0.248500,O,-0.717168,-0.264637,0.748068,0.097936
1.049024,-0.010297,-22.000000,0.504595,R,-0.400000,0.325638,1.005177,-0.837009
1.108204,0.181299,30.000000,-0.099989,O,-0.714576,-0.257897,0.600171,0.635742
1.104392,0.179595,28.000000,-0.454854,O,-0.673696,-0.151609,0.955075,-0.654819
1.088377,0.112181,28.000000,-0.297877,O,-0.658149,-0.111188,0.797750,-0.082729
1.048842,-0.039486,-32.000000,-0.099545,O,-0.671547,-0.146022,0.400421,0.637893
1.044668,-0.028774,-28.000000,0.003123,O,-0.632824,-0.045341,0.503060,0.988871
1.043054,0.006624,-18.000000,0.146752,G,0.826221,0.440573,-0.413110,0.467939
1.076464,0.104617,22.000000,-0.346405,L,-0.400000,0.349088,0.846592,-0.260335
1.033318,0.129999,0.000000,0.051762,G,0.276547,0.913999,-0.138274,0.809918
1.056944,0.070305,4.000000,-0.298936,G,0.458037,0.929815,-0.229019,-0.088014
1.059806,0.076100,8.000000,0.149488,G,0.968505,0.665100,-0.484253,0.456899
1.054040,-0.033819,-30.000000,0.247510,O,-0.635325,-0.051845,0.747937,0.098410
1.044969,0.032778,-8.000000,-0.349187,G,1.000000,0.772742,-0.577263,-0.272747
1.049975,0.047147,-6.000000,-0.147606,G,0.580066,0.857489,-0.290033,0.463557
1.084791,0.115917,28.000000,0.053536,O,-0.665816,-0.131122,0.446276,0.804639
