@relation outTestNew

@attribute kickX numeric
@attribute kickZ numeric
@attribute kickAngle numeric
@attribute goalZ numeric
@attribute Outcome {O,L,G,R,D}
@attribute KickPleas numeric
@attribute KickArou numeric
@attribute GoalPleas numeric
@attribute GoalArou numeric

@data
1.106286,0.171174,24,0.399548,O,-0.565467,0.129786,0.10043,-0.452982
1.077558,0.10915,24,0.250311,O,-0.636165,-0.05403,0.25048,0.092655
1.052484,-0.042434,-32,0.451158,O,-0.677217,-0.160765,0.951258,-0.640939
1.052562,0.074097,6,-0.396147,G,0.271738,0.739675,-0.135869,-0.440705
1.056175,0.155661,12,0.402404,G,1,0.529644,-0.872632,-0.462824
1.049736,-0.037301,-32,0.048662,O,-0.676998,-0.160196,0.548589,0.823313
1.05475,-0.051363,-36,-0.297729,O,-0.748104,-0.34507,0.202272,-0.082646
1.040408,0.007518,-16,0.448268,D,-0.3,0.499383,1,-0.630296
1.044878,0.012486,-16,0.398809,G,0.274031,0.464193,-0.137015,-0.450152
1.082252,0.10482,26,-0.396483,O,-0.638253,-0.059458,0.8961,-0.440362
1.052674,-0.049862,-34,0.250813,O,-0.716992,-0.264179,0.750688,0.088408
1.043137,0.047647,-4,-0.499277,G,1,0.906648,-0.592725,-0.815902
1.051229,0.075767,6,-0.203119,D,-0.3,0.759434,1,0.261973
1.046215,0.044626,-4,0.25215,G,0.349819,0.922734,-0.17491,0.082998
1.058406,0.075575,8,0.052272,G,0.507022,0.798357,-0.253511,0.811392
1.102782,0.126898,36,0.402411,O,-0.791724,-0.458482,0.097352,-0.464174
1.045211,0.041071,-6,-0.401957,G,1,0.83897,-0.562698,-0.460612
1.098642,0.127426,34,0.152601,O,-0.601841,0.035215,0.3469,0.443273
1.059877,0.085119,14,0.44903,G,1,0.44562,-1,-0.634758
1.100235,0.181002,28,-0.303001,O,-0.654551,-0.101834,0.803242,-0.102698
1.098147,0.115814,32,-0.454347,O,-0.736325,-0.314444,0.95488,-0.654111
1.051053,-0.016357,-24,0.402692,O,-0.54228,0.190072,0.90206,-0.462037
1.060148,0.086395,14,0.497653,G,1,0.619312,-0.878842,-0.811468
1.120664,0.187752,32,0.153215,O,-0.735765,-0.31299,0.346306,0.441112
1.054571,0.077633,10,-0.198452,G,0.427655,0.587415,-0.213828,0.277245
1.040782,0.039062,-8,0.051608,D,-0.3,0.93968,1,0.810428
1.044608,0.056861,-2,-0.201244,G,0.393417,0.996383,-0.196709,0.271544
1.060918,0.084731,14,-0.153924,G,0.892955,0.398467,-0.446477,0.436162
1.051678,-0.04403,-32,0.247996,O,-0.720335,-0.272872,0.748291,0.097123
1.074706,0.104325,20,-0.395121,L,-0.4,0.257129,0.895368,-0.437703
1.018358,0.071364,-16,0.398185,G,0.370129,0.416656,-0.185064,-0.44829
1.087746,0.10868,26,-0.297971,O,-0.626609,-0.029182,0.797938,-0.08341
1.048734,0.026743,-12,-0.249966,G,1,0.595959,-0.654148,0.090519
1.063308,0.095099,16,0.203384,L,-0.4,0.331452,0.296616,0.260422
1.128401,0.185951,32,-0.504411,O,-0.586924,0.073997,1.004938,-0.836138
1.082922,0.113794,26,-0.348921,O,-0.631895,-0.042928,0.848384,-0.26685
1.043133,0.033748,-10,-0.101203,G,0.802818,0.699759,-0.401409,0.632118
1.041635,-0.017107,-24,-0.099733,O,-0.550538,0.168602,0.400296,0.637439
1.05191,-0.030889,-30,0.346953,O,-0.638749,-0.060748,0.847616,-0.264058
1.095236,0.125765,34,-0.40266,O,-0.761526,-0.379967,0.902682,-0.464299
1.068539,0.10114,20,0.147183,L,-0.4,0.265621,0.353324,0.466633
1.011573,0.081186,-14,-0.045648,G,0.925837,0.582819,-0.462919,0.833683
1.050823,0.072312,6,0.401989,G,1,0.669842,-0.732189,-0.461932
1.07303,0.103587,20,0.000107,L,-0.4,0.258956,0.499531,0.998295
1.052798,0.142132,6,-0.048163,D,-0.3,0.833975,1,0.824693
1.076919,0.102343,20,-0.10153,O,-0.545208,0.182459,0.602008,0.629061
1.080275,0.103489,24,0.348622,O,-0.596576,0.048902,0.151235,-0.268236
1.086327,0.11287,30,0.303143,O,-0.692822,-0.201338,0.197483,-0.100062
1.043441,0.030947,-10,0.000787,G,0.604888,0.697202,-0.302444,0.998713
1.104307,0.123764,34,0.153107,O,-0.59634,0.049515,0.347157,0.444206
1.052171,-0.024818,-26,0.401058,O,-0.568781,0.121168,0.901518,-0.460066
1.107332,0.124848,36,-0.354525,O,-0.805736,-0.494914,0.854259,-0.288215
1.107636,0.125683,36,0.051196,O,-0.821433,-0.535725,0.448761,0.813677
1.049944,0.040376,-6,0.14696,D,-0.3,0.80673,1,0.465981
1.04352,0.012041,-14,-0.15357,G,1,0.550693,-0.602843,0.441685
1.078302,0.102766,22,-0.352773,O,-0.566951,0.125927,0.853244,-0.284525
1.052768,0.074633,6,-0.152595,D,-0.3,0.743966,1,0.444252
1.042705,-0.017947,-26,0.053455,O,-0.593817,0.056075,0.553456,0.805613
1.060396,0.091402,14,-0.297435,G,0.554632,0.425463,-0.277316,-0.080802
1.054303,0.086154,12,-0.249942,G,0.269747,0.613866,-0.134873,0.086326
1.052326,-0.045823,-36,-0.098943,O,-0.731958,-0.30309,0.400895,0.639617
1.048594,0.001468,-20,0.40312,D,-0.3,0.368819,1,-0.466285
1.073469,0.102647,20,-0.496596,L,-0.4,0.266306,0.996812,-0.806591
1.062608,0.153281,12,0.200994,G,1,0.499263,-0.701835,0.268735
1.04488,0.053847,-2,-0.154663,G,0.379251,0.965179,-0.189626,0.437074
1.047945,-0.020798,-24,0.253569,O,-0.555959,0.154506,0.753342,0.078757
1.044709,-0.024289,-28,0.00236,O,-0.623853,-0.022018,0.501756,0.993616
1.055089,-0.051861,-36,0.095174,O,-0.778452,-0.423975,0.594659,0.655785
1.100405,0.124736,34,-0.195913,O,-0.774449,-0.413567,0.695389,0.289493
1.042736,-0.036212,-30,-0.354279,O,-0.664958,-0.128892,0.145268,-0.289933
1.054935,0.070317,2,0.302406,G,0.742423,0.930185,-0.371212,-0.095989
1.071516,0.095432,18,-0.103752,L,-0.4,0.352435,0.604726,0.619176
1.131662,0.184256,36,-0.151354,O,-0.811307,-0.509398,0.651414,0.449404
1.05023,0.072823,6,0.348583,G,1,0.705263,-0.644067,-0.270289
1.048807,0.033736,-10,-0.047475,G,0.930047,0.581401,-0.465023,0.831183
1.04644,-0.018883,-26,0.504086,O,-0.566584,0.126882,1.003352,-0.830369
1.09034,0.116155,30,0.451027,O,-0.701533,-0.223985,0.048949,-0.640184
1.000284,0.045562,-22,0.297622,R,-0.4,0.241278,0.797722,-0.082624
1.015666,0.071942,-16,-0.145814,G,1,0.546918,-0.598742,0.470328
1.05613,0.080035,10,-0.048317,G,0.778345,0.562901,-0.389173,0.825723
1.105566,0.126928,36,0.25029,O,-0.695761,-0.208979,0.249267,0.088243
1.059466,0.091712,14,-0.045684,G,1,0.388857,-0.566058,0.836055
1.074308,0.095005,20,-0.198125,L,-0.4,0.238519,0.697607,0.28143
1.00132,0.005706,-32,-0.147168,O,-0.666555,-0.133042,0.352651,0.464184
1.050621,0.034827,-8,0.054018,G,0.386982,0.751922,-0.193491,0.801503
1.099459,0.12501,34,-0.252589,O,-0.696555,-0.211043,0.752521,0.081742
1.043105,0.026736,-12,-0.351875,G,1,0.600855,-0.7507,-0.278384
1.051758,-0.026023,-26,0.448313,O,-0.581491,0.088123,0.948995,-0.632708
1.05105,0.04229,-6,-0.396541,G,0.940723,0.926239,-0.470362,-0.442184
1.080602,0.115314,28,-0.298961,O,-0.644311,-0.075209,0.799457,-0.088933
1.046006,-0.038371,-32,0.05263,O,-0.690113,-0.194294,0.551898,0.811281
1.051313,0.065752,4,0.350643,G,1,0.763865,-0.586477,-0.273974
1.04096,0.030426,-10,-0.397229,G,1,0.754121,-0.643045,-0.444239
1.07994,0.112589,28,0.147711,O,-0.561032,0.141318,0.351579,0.460287
1.045188,-0.023181,-26,-0.502183,O,-0.6141,0.003341,-0.001821,-0.824802
1.042044,0.035793,-8,-0.497457,G,1,0.745073,-0.752374,-0.808897
1.05528,0.07926,8,0.001012,G,0.674945,0.663674,-0.337473,0.99583
1.044234,0.001195,-18,-0.346604,R,-0.4,0.383971,0.153496,-0.260016
1.04658,-0.002299,-20,0.403545,R,-0.4,0.289624,0.903166,-0.466057
1.027689,0.093998,-8,0.492198,G,0.48172,0.741196,-0.24086,-0.816959
1.049727,-0.031173,-28,-0.251335,O,-0.610834,0.011831,0.248984,0.087213
1.060382,0.088572,14,0.054298,G,1,0.446435,-0.607997,0.802066
1.086047,0.108888,28,0.346604,O,-0.640578,-0.065504,0.153457,-0.260155
1.040932,-0.003068,-20,0.151281,R,-0.4,0.342695,0.651944,0.447475
1.075451,0.166238,20,-0.348982,L,-0.4,0.261883,0.848876,-0.268642
1.042792,0.129124,2,-0.251015,D,-0.3,0.849314,1,0.0871
1.065053,0.090204,16,0.346709,L,-0.4,0.382764,0.152964,-0.26195
1.076066,0.103513,22,-0.200962,O,-0.569704,0.11877,0.700718,0.270118
1.050199,0.069287,4,0.347402,G,1,0.736658,-0.611286,-0.265252
1.086983,0.10902,28,-0.201547,O,-0.603783,0.030165,0.702497,0.263648
1.049367,-0.050192,-36,-0.498652,O,-0.709174,-0.243852,0.001347,-0.813282
1.047303,-0.003176,-20,-0.450644,R,-0.4,0.369586,0.048666,-0.641214
1.048025,0.026225,-12,0.402947,D,-0.3,0.630479,1,-0.465351
1.055143,-0.037878,-32,0.002004,O,-0.662658,-0.12291,0.502585,0.990599
1.069496,0.088978,16,0.451866,L,-0.4,0.38277,0.049116,-0.639578
1.055919,-0.042369,-34,-0.295132,O,-0.754049,-0.360527,0.205227,-0.071903
1.049347,0.059587,0,0.045505,G,0.280656,0.905331,-0.140328,0.833967
1.042619,-0.009103,-22,0.498066,R,-0.4,0.279021,0.998402,-0.81237
1.005672,0.030933,-26,-0.147252,O,-0.585462,0.0778,0.352498,0.46363
1.043636,0.011916,-14,0.046714,G,0.812498,0.547496,-0.406249,0.8318
1.051676,0.04266,-6,-0.449108,G,1,0.894793,-0.554306,-0.633089
1.09399,0.12246,32,0.401561,O,-0.757751,-0.370151,0.098447,-0.460193
1.046209,0.017941,-12,0.39835,D,-0.3,0.636,1,-0.446043
1.09748,0.119931,34,-0.450843,O,-0.789059,-0.451554,0.950731,-0.639023
1.052928,0.069283,6,0.403327,G,1,0.703992,-0.701069,-0.472951
1.044866,-0.026807,-28,-0.048265,O,-0.613385,0.0052,0.45151,0.823671
1.057064,0.074732,6,-0.00251,G,0.552854,0.720796,-0.276427,0.9899
1.082021,0.114038,28,-0.299683,O,-0.660463,-0.117203,0.800055,-0.091109
1.068959,0.092972,18,0.404234,L,-0.4,0.345268,0.096147,-0.468556
1.020018,0.090596,-12,0.098558,G,0.553664,0.624394,-0.276832,0.640821
1.096626,0.122,34,-0.296258,O,-0.787237,-0.446816,0.79661,-0.07858
1.096415,0.13246,36,-0.449098,O,-0.774941,-0.414847,0.947931,-0.628839
1.096509,0.122844,34,-0.148923,O,-0.778606,-0.424376,0.649925,0.454819
1.053006,0.05104,-2,-0.397321,G,0.931975,0.931297,-0.465987,-0.44467
1.049214,-0.049817,-36,-0.046955,O,-0.724286,-0.283142,0.453077,0.82937
1.04651,-0.000741,-18,0.396259,G,0.436052,0.38576,-0.218026,-0.44078
1.067387,0.099608,18,-0.49884,D,-0.3,0.371408,1,-0.815429
1.056765,0.084336,10,-0.502828,D,-0.3,0.528581,1,-0.830831
1.049753,0.066349,4,0.399992,G,1,0.821239,-0.577886,-0.451364
1.102281,0.124774,36,-0.245376,O,-0.8013,-0.48338,0.745379,0.107713
1.057582,-0.047229,-36,0.195926,O,-0.721491,-0.275876,0.696526,0.285358
1.050668,-0.052902,-36,0.250345,O,-0.733325,-0.306644,0.750428,0.089352
1.051278,0.070556,6,0.248856,G,0.980754,0.758566,-0.490377,0.094754
1.044121,0.018407,-12,-0.346486,G,1,0.63334,-0.713817,-0.26239
1.048102,0.064033,0,-0.348333,G,0.481583,0.892371,-0.240792,-0.266986
1.051022,0.045963,-4,0.145744,G,0.399572,0.65463,-0.199786,0.470606
1.047138,0.005066,-18,0.402227,G,0.390825,0.402638,-0.195413,-0.461635
1.078204,0.106429,26,-0.20166,O,-0.583322,0.083362,0.701411,0.267597
1.051237,0.072758,6,0.148324,G,0.903896,0.696368,-0.451948,0.460671
1.061894,0.087111,14,0.201943,G,1,0.374166,-0.827517,0.266606
1.051051,-0.020205,-26,0.353664,O,-0.576017,0.102355,0.853589,-0.285779
1.083103,0.111915,26,0.348743,O,-0.671246,-0.14524,0.151845,-0.266018
1.047306,-0.006618,-20,0.502741,D,-0.3,0.373955,1,-0.826485
1.06996,0.102912,20,0.049677,O,-0.560376,0.143023,0.450706,0.820749
1.048687,-0.029205,-28,-0.049515,O,-0.605188,0.026512,0.45066,0.820583
1.041462,0.000774,-20,0.150067,R,-0.4,0.336685,0.650203,0.453807
1.098204,0.179441,26,-0.351768,O,-0.632512,-0.044531,0.851602,-0.278552
1.088236,0.111264,26,0.354799,O,-0.620835,-0.014172,0.145261,-0.289961
1.108101,0.126207,36,-0.002082,O,-0.804103,-0.490668,0.501841,0.993306
1.083542,0.107958,26,0.098099,O,-0.64041,-0.065066,0.401763,0.642774
1.050877,0.062407,0,0.302881,G,0.744278,0.930173,-0.372139,-0.099316
1.044517,0.022772,-12,0.198972,G,0.301508,0.650292,-0.150754,0.27653
1.080392,0.113644,26,0.198595,O,-0.667127,-0.13453,0.301918,0.279703
1.046905,0.012821,-14,0.04567,G,0.930239,0.488772,-0.46512,0.832333
1.050659,-0.019266,-26,0.502459,O,-0.575512,0.103669,1.002702,-0.828005
1.046546,-0.002866,-20,-0.300762,R,-0.4,0.273304,0.199192,-0.093848
1.065294,0.156818,14,-0.50087,D,-0.3,0.437884,1,-0.821108
1.052899,0.062823,2,-0.297931,G,0.329807,0.868036,-0.164904,-0.079517
1.043821,0.053829,-2,0.504224,G,0.954736,0.972834,-0.477368,-0.834668
1.09988,0.125866,36,0.401247,O,-0.798984,-0.477357,0.099015,-0.458127
1.049633,0.045692,-4,0.000274,D,-0.3,0.953646,1,0.999037
1.084314,0.10852,24,0.151877,O,-0.599508,0.041279,0.348498,0.449084
1.099333,0.119649,34,0.298741,O,-0.775783,-0.417036,0.201141,-0.086761
1.061521,0.089945,12,0.203151,G,1,0.487862,-0.715008,0.262294
1.071895,0.096696,20,-0.054517,L,-0.4,0.349279,0.554613,0.801409
1.006939,0.022297,-28,-0.047444,O,-0.611945,0.008942,0.452468,0.827155
1.079838,0.105354,22,0.404574,O,-0.57729,0.099045,0.095433,-0.471153
1.084451,0.111449,24,-0.401684,O,-0.608558,0.017748,0.901662,-0.460589
1.048611,-0.024981,-28,-0.195089,O,-0.580826,0.089853,0.304953,0.290737
1.049274,-0.029549,-28,0.151764,O,-0.581948,0.086934,0.6513,0.449819
1.042033,0.009507,-16,-0.401458,G,1,0.456833,-0.94433,-0.458777
1.046279,-0.021251,-26,-0.147688,O,-0.55253,0.163422,0.352683,0.464303
1.050522,-0.039453,-34,0.49886,O,-0.689794,-0.193465,0.999326,-0.815732
1.052558,0.073352,4,0.354437,G,1,0.812241,-0.542757,-0.290903
1.051767,-0.051422,-36,-0.00469,O,-0.740104,-0.324271,0.495346,0.983076
1.076801,0.102047,20,-0.203416,O,-0.559836,0.144426,0.703716,0.259213
1.061947,0.078137,10,-0.099417,G,0.632503,0.584236,-0.316252,0.638135
1.037107,0.004294,-16,-0.200692,G,1,0.408524,-0.792461,0.269148
1.089461,0.116477,28,-0.00078,O,-0.660186,-0.116483,0.500764,0.997222
1.063779,0.085845,12,-0.404336,D,-0.3,0.520404,1,-0.468274
1.047622,0.034731,-8,0.448089,G,0.220509,0.662161,-0.110254,-0.629432
1.052664,0.07101,2,-0.503636,G,0.78695,0.889659,-0.393475,-0.832058
1.045301,-0.027119,-28,-0.099311,O,-0.602459,0.033606,0.400811,0.639312
1.047469,0.033474,-10,0.397799,D,-0.3,0.522935,1,-0.445479
1.048517,-0.011728,-24,0.496635,R,-0.4,0.286549,0.996731,-0.806295
1.075524,0.157648,18,-0.297183,L,-0.4,0.299493,0.797201,-0.08073
1.009456,0.075445,-14,-0.001189,G,0.965034,0.518892,-0.482517,0.994877
1.050987,-0.013128,-24,-0.001365,R,-0.4,0.286115,0.498635,0.995038
1.036277,0.105435,-6,0.446331,G,0.422281,0.764763,-0.211141,-0.62319
1.048647,-0.054809,-36,-0.302621,O,-0.753355,-0.358723,0.196954,-0.101987
1.046969,-0.029396,-30,-0.252859,O,-0.634806,-0.050495,0.247078,0.080283
1.05308,0.062931,0,-0.05101,D,-0.3,0.991616,1,0.815382
1.043575,0.001776,-20,0.05107,G,1,0.385006,-0.563804,0.813855
1.052513,0.070122,6,0.0997,G,0.730674,0.734505,-0.365337,0.63694
1.05458,0.149076,8,-0.047252,G,0.729278,0.588101,-0.364639,0.828145
1.042602,0.039137,-6,0.454111,G,0.601355,0.846295,-0.300678,-0.652302
1.060149,0.091776,14,-0.35463,G,0.398807,0.445032,-0.199403,-0.292961
1.0451,0.050244,-2,0.202892,G,0.508771,0.948512,-0.254385,0.26219
1.038609,0.025132,-12,0.24846,G,0.273478,0.614835,-0.136739,0.096632
1.045537,-0.001583,-20,-0.352719,R,-0.4,0.383845,0.147853,-0.280534
1.046517,-0.035833,-32,0.246277,O,-0.676252,-0.158255,0.745932,0.105702
1.051268,-0.045368,-36,-0.453005,O,-0.728065,-0.292969,0.046231,-0.650069
1.080896,0.109491,26,0.048979,O,-0.634,-0.048401,0.451748,0.824537
1.055072,0.071375,4,-0.40088,G,0.349803,0.773949,-0.174902,-0.458009
1.062615,0.08273,12,-0.154498,G,0.760762,0.464843,-0.380381,0.43718
1.102504,0.120261,36,0.35089,O,-0.822774,-0.539212,0.149028,-0.276261
1.071719,0.104599,22,-0.095202,L,-0.4,0.327976,0.595565,0.65249
1.038666,0.132579,2,0.249683,G,0.702945,0.898238,-0.351473,0.09196
1.091506,0.119246,32,0.352801,O,-0.722231,-0.277799,0.1459,-0.287636
1.042574,-0.012114,-24,0.052146,R,-0.4,0.236814,0.55238,0.809529
1.058811,0.073126,8,0.203892,G,1,0.664181,-0.539319,0.259999
1.002283,0.022558,-28,-0.454005,O,-0.6251,-0.025259,0.046386,-0.649504
1.044661,-0.023983,-28,0.403276,O,-0.614075,0.003404,0.902955,-0.465291
1.06223,0.084978,14,0.301925,G,1,0.44002,-0.862017,-0.098315
1.070839,0.095031,18,0.295159,L,-0.4,0.341987,0.204937,-0.072957
1.07476,0.159893,18,-0.252397,L,-0.4,0.3196,0.752235,0.082783
1.068708,0.153485,14,0.399323,G,1,0.694277,-0.704941,-0.451703
1.04664,0.071259,2,0.297555,G,0.84725,0.873282,-0.423625,-0.079661
1.076789,0.098927,20,-0.103127,L,-0.4,0.374019,0.603642,0.623118
1.047424,-0.016128,-24,0.149766,R,-0.4,0.234506,0.650016,0.454488
1.044166,0.002275,-20,-0.304109,R,-0.4,0.375258,0.195726,-0.106453
1.047114,-0.048569,-34,-0.103353,O,-0.733163,-0.306224,0.396806,0.624748
1.047126,0.020196,-14,-0.197045,G,1,0.562784,-0.633792,0.285179
1.048288,0.001905,-18,-0.104972,G,1,0.390632,-0.714494,0.617726
1.050588,-0.03089,-30,-0.197496,O,-0.636969,-0.05612,0.302545,0.28198
1.051352,-0.044851,-34,0.34983,O,-0.702457,-0.226387,0.849939,-0.272506
1.038377,0.013245,-14,0.395554,D,-0.3,0.614751,1,-0.439723
1.064242,0.076823,10,-0.245567,G,0.365125,0.571863,-0.182562,0.107
1.043355,-0.001963,-18,-0.400444,G,1,0.392573,-1,-0.452843
1.041114,0.003294,-18,-0.453505,G,1,0.414235,-1,-0.648938
1.041892,0.037547,-6,0.350797,G,0.521497,0.91012,-0.260749,-0.275012
1.051751,-0.050503,-36,0.299888,O,-0.737191,-0.316695,0.799795,-0.090164
1.048878,-0.051383,-36,-0.097291,O,-0.755576,-0.364499,0.402751,0.646369
1.063338,0.090171,16,0.050617,L,-0.4,0.36038,0.450237,0.819043
1.063811,0.15142,14,0.396488,G,1,0.413334,-0.983208,-0.44197
1.095822,0.123218,32,0.096968,O,-0.741813,-0.328713,0.403702,0.649824
1.045989,0.051357,-2,0.050338,D,-0.3,0.970128,1,0.817295
1.043375,0.032534,-10,-0.001768,G,0.562379,0.720775,-0.281189,0.992857
1.042413,-0.024742,-26,0.103323,O,-0.586897,0.074068,0.603525,0.623545
1.048589,0.012305,-14,-0.401354,G,1,0.545203,-0.85668,-0.461392
1.067799,0.085572,14,-0.204778,G,0.843804,0.373788,-0.421902,0.257054
1.075588,0.104185,22,-0.352885,O,-0.574419,0.106512,0.853088,-0.283958
1.075409,0.097296,20,-0.053179,L,-0.4,0.224641,0.552787,0.808048
1.063979,0.092079,14,-0.502872,D,-0.3,0.469948,1,-0.826644
1.08011,0.109213,24,-0.148838,L,-0.4,0.255961,0.648906,0.458525
1.030421,0.117861,-4,-0.45282,G,0.999125,0.953662,-0.499563,-0.64809
1.072405,0.102764,20,-0.45094,L,-0.4,0.25374,0.950607,-0.638572
1.094978,0.171003,22,0.454225,L,-0.4,0.333204,0.045777,-0.651718
1.056555,0.073144,4,-0.097598,G,0.28911,0.757948,-0.144555,0.645464
1.05283,0.066666,4,-0.449552,G,0.407793,0.754695,-0.203896,-0.633461
1.054243,0.076589,6,0.050854,G,0.630321,0.735948,-0.31516,0.81415
1.055444,0.080218,8,0.454145,G,1,0.634629,-0.819605,-0.651761
1.048972,-0.040324,-32,0.348238,O,-0.663884,-0.1261,0.848579,-0.267561
1.049137,0.052993,-2,0.201869,G,0.353691,0.975281,-0.176845,0.267038
1.050404,0.039285,-6,-0.201758,G,0.785125,0.808697,-0.392562,0.268149
1.078434,0.109911,26,0.498351,O,-0.630554,-0.039441,0.001114,-0.814132
1.04216,0.002595,-18,0.148689,G,0.952366,0.375014,-0.476183,0.458898
1.04787,-0.000074,-18,0.200541,G,0.792842,0.40384,-0.396421,0.273677
1.051955,-0.018465,-26,0.101479,O,-0.583556,0.082755,0.600682,0.633884
1.051524,0.047391,-4,-0.097542,G,0.248803,0.972539,-0.124401,0.647489
1.045609,-0.029696,-28,-0.3978,O,-0.6535,-0.099101,0.102698,-0.444734
1.097337,0.126417,34,-0.197451,O,-0.789831,-0.453561,0.69706,0.283418
1.046205,-0.022618,-28,0.103973,O,-0.612102,0.008535,0.604099,0.621456
1.051863,0.059864,0,-0.350495,G,0.592237,0.945293,-0.296119,-0.27573
1.040901,0.04919,-4,0.253986,G,0.228898,0.860867,-0.114449,0.077883
1.049924,-0.029883,-30,-0.451782,O,-0.697296,-0.212971,0.048467,-0.64194
1.045526,0.035875,-8,-0.348211,G,1,0.767865,-0.580494,-0.266758
1.092796,0.121226,32,-0.398211,O,-0.697804,-0.214291,0.897244,-0.444523
1.050486,-0.019634,-24,-0.299736,R,-0.4,0.247237,0.201087,-0.086955
1.048867,-0.017788,-26,-0.149129,O,-0.565527,0.129631,0.349627,0.453188
1.094648,0.125298,32,0.495315,O,-0.740257,-0.324667,0.004461,-0.801959
1.050431,0.021359,-12,-0.053972,G,0.831799,0.637583,-0.415899,0.805518
1.048239,-0.025579,-26,0.248491,O,-0.577143,0.099428,0.748566,0.096123
1.055295,0.065467,4,-0.397458,G,0.402806,0.80381,-0.201403,-0.445794
1.051875,-0.039306,-32,0.146233,O,-0.683459,-0.176992,0.646976,0.465541
1.105305,0.126782,36,-0.004559,O,-0.807515,-0.49954,0.50375,0.986362
1.072774,0.091439,18,-0.448293,L,-0.4,0.250136,0.948473,-0.630812
0.998933,-0.003206,-36,0.400703,O,-0.730071,-0.298185,0.900088,-0.454864
1.047765,-0.004697,-22,-0.096476,R,-0.4,0.272061,0.404017,0.650971
1.054742,0.143068,6,0.299088,G,1,0.596488,-0.702814,-0.088369
1.070773,0.090293,16,0.199244,G,1,0.449968,-0.749471,0.274766
1.095396,0.120561,32,0.196174,O,-0.745798,-0.339076,0.30354,0.285601
1.044822,-0.000662,-20,-0.449734,R,-0.4,0.383449,0.050636,-0.63405
1.049131,-0.009111,-22,0.304157,R,-0.4,0.366071,0.80427,-0.106435
1.069684,0.09702,16,0.30314,G,1,0.368953,-0.934316,-0.102797
1.050201,0.020372,-14,0.102571,G,0.608013,0.593675,-0.304006,0.627933
1.049286,-0.007871,-22,0.395011,R,-0.4,0.28743,0.894862,-0.43586
1.134254,0.183212,36,0.098,O,-0.825775,-0.547014,0.402341,0.644876
1.05735,0.073276,4,-0.299373,D,-0.3,0.702127,1,-0.089004
1.089163,0.110858,28,0.304466,O,-0.601091,0.037163,0.195652,-0.106719
1.046302,0.011795,-16,-0.499333,G,1,0.5341,-0.965326,-0.816093
1.072301,0.10157,20,-0.354115,L,-0.4,0.252367,0.853833,-0.286664
1.092713,0.171405,24,0.353337,O,-0.605046,0.026879,0.146592,-0.285121
1.007945,0.019854,-30,-0.148648,O,-0.643579,-0.073306,0.351103,0.458555
1.047027,0.067097,0,-0.195249,G,0.291931,0.951128,-0.145966,0.291501
1.058765,0.077815,8,-0.147752,G,0.550599,0.577705,-0.2753,0.465471
1.053854,0.067544,4,-0.404968,G,0.407731,0.798036,-0.203866,-0.475742
1.022545,0.095729,-10,-0.247092,G,1,0.667687,-0.579547,0.100969
1.097429,0.124013,34,0.396652,O,-0.765375,-0.389976,0.103289,-0.442586
1.066502,0.09037,12,0.045254,G,1,0.461606,-0.583938,0.834384
1.04308,-0.004332,-22,-0.152606,R,-0.4,0.330457,0.346545,0.441981
1.015805,0.072573,-14,-0.247991,G,1,0.607839,-0.640126,0.098311
1.046829,0.000591,-18,0.248413,G,0.592126,0.455279,-0.296063,0.095791
1.099809,0.126859,34,-0.149848,O,-0.788328,-0.449654,0.649656,0.455796
1.046437,-0.011451,-22,0.052127,R,-0.4,0.282683,0.551979,0.810987
1.000966,0.027255,-28,0.050986,O,-0.597695,0.045992,0.550638,0.815862
1.099423,0.1264,34,0.299929,O,-0.767264,-0.394888,0.200194,-0.090204
1.089685,0.117848,28,-0.154769,O,-0.680772,-0.170008,0.654514,0.43813
1.045942,0.051115,-2,-0.300051,G,0.644785,0.977477,-0.322393,-0.090435
1.057273,0.087371,12,0.295757,G,1,0.547054,-0.748337,-0.074151
1.092583,0.120862,30,0.295516,O,-0.647173,-0.082649,0.203811,-0.077053
1.056714,0.083876,10,0.247242,G,1,0.606882,-0.640103,0.101872
1.070986,0.104427,22,0.150956,O,-0.563814,0.134085,0.349725,0.453544
1.055049,0.081829,10,-0.046649,G,0.724249,0.59092,-0.362124,0.829253
1.058394,0.092788,14,0.301079,G,1,0.486374,-0.814748,-0.094987
1.049387,-0.032214,-28,0.402303,O,-0.618129,-0.007135,0.902076,-0.462094
1.042207,0.034593,-8,-0.446167,G,1,0.759702,-0.686321,-0.621901
1.099264,0.117363,32,-0.000816,O,-0.744326,-0.335247,0.500215,0.999219
1.077878,0.109269,24,-0.445148,O,-0.595331,0.05214,0.944666,-0.616966
1.046777,0.011711,-16,-0.195117,G,1,0.497798,-0.697709,0.289067
1.090493,0.116028,30,0.448054,O,-0.63239,-0.044213,0.050809,-0.63342
1.068226,0.090982,18,0.204045,L,-0.4,0.327699,0.295546,0.25653
1.019838,0.095063,-10,-0.198653,G,0.878125,0.759402,-0.439062,0.278311
1.087569,0.113405,28,0.249272,O,-0.592448,0.059635,0.249898,0.090537
1.080762,0.161747,18,0.097753,L,-0.4,0.364799,0.402208,0.644391
1.050432,0.065304,2,-0.347686,G,0.452932,0.879108,-0.226466,-0.26312
1.051879,0.068112,2,0.350747,G,0.933604,0.883674,-0.466802,-0.274457
